Health_Center_ID,Disease_Name,month,hist_disease_p_avg
59,Cold/Cough,9,2.5
59,Cold/Cough,10,2.1153846153846154
59,Cold/Cough,11,7.777777777777778
59,Cold/Cough,12,8.097826086956522
59,Diabetes,1,1.1515151515151516
59,Diabetes,2,1.58
59,Diabetes,3,1.4666666666666666
59,Diabetes,4,1.5142857142857142
59,Diabetes,5,1.575
59,Diabetes,6,1.4181818181818182
59,Diabetes,7,1.5689655172413792
59,Diabetes,8,1.537037037037037
59,Diabetes,9,1.6206896551724137
59,Diabetes,10,1.4385964912280702
59,Diabetes,11,1.425
59,Diabetes,12,1.1764705882352942
59,Eye Problems,1,1.639344262295082
59,Eye Problems,2,2.3472222222222223
59,Eye Problems,3,1.591549295774648
59,Eye Problems,4,2.0491803278688523
59,Eye Problems,5,1.8970588235294117
59,Eye Problems,6,2.324675324675325
59,Eye Problems,7,2.1948051948051948
59,Eye Problems,8,2.1971830985915495
59,Eye Problems,9,2.263888888888889
59,Eye Problems,10,2.1904761904761907
59,Eye Problems,11,1.7659574468085106
59,Eye Problems,12,1.4339622641509433
59,Fever,1,1.7301587301587302
59,Fever,2,2.5846153846153848
59,Fever,3,2.039473684210526
59,Fever,4,1.9142857142857144
59,Fever,5,1.9594594594594594
59,Fever,6,10.61111111111111
59,Fever,7,14.75
59,Fever,8,11.53763440860215
59,Fever,9,10.966666666666667
59,Fever,10,2.2125
59,Fever,11,1.6
59,Fever,12,1.5576923076923077
59,Hypertension,1,1.2894736842105263
59,Hypertension,2,1.5957446808510638
59,Hypertension,3,1.3043478260869565
59,Hypertension,4,1.3829787234042554
59,Hypertension,5,1.3529411764705883
59,Hypertension,6,1.4545454545454546
59,Hypertension,7,1.679245283018868
59,Hypertension,8,1.4230769230769231
59,Hypertension,9,1.6415094339622642
59,Hypertension,10,1.6065573770491803
59,Hypertension,11,1.1818181818181819
59,Hypertension,12,1.2142857142857142
59,Joint Pain,1,1.456140350877193
59,Joint Pain,2,2.2162162162162162
59,Joint Pain,3,1.6615384615384616
59,Joint Pain,4,1.639344262295082
59,Joint Pain,5,1.9242424242424243
59,Joint Pain,6,2.1973684210526314
59,Joint Pain,7,2.1153846153846154
59,Joint Pain,8,1.9473684210526316
59,Joint Pain,9,2.3026315789473686
59,Joint Pain,10,2.2278481012658227
59,Joint Pain,11,1.490566037735849
59,Joint Pain,12,1.3888888888888888
59,Other,1,1.6923076923076923
59,Other,2,2.1515151515151514
59,Other,3,1.8805970149253732
59,Other,4,1.8448275862068966
59,Other,5,1.838235294117647
59,Other,6,2.1315789473684212
59,Other,7,2.2837837837837838
59,Other,8,2.1923076923076925
59,Other,9,2.0
59,Other,10,2.2278481012658227
59,Other,11,1.3333333333333333
59,Other,12,1.5689655172413792
59,Respiratory Issues,1,8.0
59,Respiratory Issues,2,2.0
59,Respiratory Issues,3,1.9
59,Respiratory Issues,4,1.6666666666666667
59,Respiratory Issues,5,1.9855072463768115
59,Respiratory Issues,6,2.4411764705882355
59,Respiratory Issues,7,2.493827160493827
59,Respiratory Issues,8,2.315068493150685
59,Respiratory Issues,9,2.2162162162162162
59,Respiratory Issues,10,2.3896103896103895
59,Respiratory Issues,11,7.811111111111111
59,Respiratory Issues,12,7.365591397849462
59,Skin Problems,1,1.619047619047619
59,Skin Problems,2,2.125
59,Skin Problems,3,2.0
59,Skin Problems,4,1.6
59,Skin Problems,5,2.0434782608695654
59,Skin Problems,6,2.028985507246377
59,Skin Problems,7,2.2222222222222223
59,Skin Problems,8,2.1911764705882355
59,Skin Problems,9,2.5342465753424657
59,Skin Problems,10,2.0684931506849313
59,Skin Problems,11,1.694915254237288
59,Skin Problems,12,1.5423728813559323
59,Stomach Issues,1,1.6875
59,Stomach Issues,2,2.2794117647058822
59,Stomach Issues,3,5.815217391304348
59,Stomach Issues,4,5.688888888888889
59,Stomach Issues,5,6.053763440860215
59,Stomach Issues,6,4.556818181818182
59,Stomach Issues,7,5.065217391304348
59,Stomach Issues,8,4.576086956521739
59,Stomach Issues,9,4.454545454545454
59,Stomach Issues,10,2.234567901234568
59,Stomach Issues,11,1.603448275862069
59,Stomach Issues,12,1.7419354838709677
60,Cold/Cough,1,21.913978494623656
60,Cold/Cough,2,5.674698795180723
60,Cold/Cough,3,3.967032967032967
60,Cold/Cough,4,4.033707865168539
60,Cold/Cough,5,4.153846153846154
60,Cold/Cough,6,5.333333333333333
60,Cold/Cough,7,4.989010989010989
60,Cold/Cough,8,5.301075268817204
60,Cold/Cough,9,5.47191011235955
60,Cold/Cough,10,5.032258064516129
60,Cold/Cough,11,23.066666666666666
60,Cold/Cough,12,22.56989247311828
60,Diabetes,1,1.7164179104477613
60,Diabetes,2,2.7837837837837838
60,Diabetes,3,2.223684210526316
60,Diabetes,4,2.4
60,Diabetes,5,2.158536585365854
60,Diabetes,6,2.888888888888889
60,Diabetes,7,2.8941176470588235
60,Diabetes,8,2.841463414634146
60,Diabetes,9,2.8372093023255816
60,Diabetes,10,2.813953488372093
60,Diabetes,11,1.9315068493150684
60,Diabetes,12,1.9393939393939394
60,Eye Problems,1,2.8795180722891565
60,Eye Problems,2,5.440476190476191
60,Eye Problems,3,4.122222222222222
60,Eye Problems,4,3.5058823529411764
60,Eye Problems,5,3.8555555555555556
60,Eye Problems,6,4.811111111111111
60,Eye Problems,7,5.304347826086956
60,Eye Problems,8,5.43010752688172
60,Eye Problems,9,5.033333333333333
60,Eye Problems,10,5.271739130434782
60,Eye Problems,11,3.011904761904762
60,Eye Problems,12,3.0375
60,Fever,1,2.9058823529411764
60,Fever,2,5.7976190476190474
60,Fever,3,3.9775280898876404
60,Fever,4,4.152941176470589
60,Fever,5,4.311111111111111
60,Fever,6,30.355555555555554
60,Fever,7,39.28260869565217
60,Fever,8,35.70967741935484
60,Fever,9,32.98888888888889
60,Fever,10,5.5054945054945055
60,Fever,11,2.963855421686747
60,Fever,12,3.0853658536585367
60,Hypertension,1,1.85
60,Hypertension,2,3.1842105263157894
60,Hypertension,3,2.445945945945946
60,Hypertension,4,2.3783783783783785
60,Hypertension,5,2.259259259259259
60,Hypertension,6,2.717948717948718
60,Hypertension,7,2.86046511627907
60,Hypertension,8,3.1686746987951806
60,Hypertension,9,2.8488372093023258
60,Hypertension,10,2.865168539325843
60,Hypertension,11,1.7878787878787878
60,Hypertension,12,1.7868852459016393
60,Joint Pain,1,3.0919540229885056
60,Joint Pain,2,4.940476190476191
60,Joint Pain,3,4.021978021978022
60,Joint Pain,4,4.079545454545454
60,Joint Pain,5,3.881720430107527
60,Joint Pain,6,4.865168539325842
60,Joint Pain,7,4.945054945054945
60,Joint Pain,8,5.473118279569892
60,Joint Pain,9,5.313953488372093
60,Joint Pain,10,4.934065934065934
60,Joint Pain,11,2.8048780487804876
60,Joint Pain,12,2.689655172413793
60,Other,1,3.1411764705882352
60,Other,2,5.166666666666667
60,Other,3,3.909090909090909
60,Other,4,3.811111111111111
60,Other,5,3.869565217391304
60,Other,6,4.811111111111111
60,Other,7,5.206521739130435
60,Other,8,5.365591397849462
60,Other,9,5.4
60,Other,10,4.967741935483871
60,Other,11,3.0
60,Other,12,2.8735632183908044
60,Respiratory Issues,1,21.322580645161292
60,Respiratory Issues,2,5.0
60,Respiratory Issues,3,3.5444444444444443
60,Respiratory Issues,4,3.7011494252873565
60,Respiratory Issues,5,4.206521739130435
60,Respiratory Issues,6,5.366666666666666
60,Respiratory Issues,7,5.277777777777778
60,Respiratory Issues,8,5.236559139784946
60,Respiratory Issues,9,5.292134831460674
60,Respiratory Issues,10,4.736263736263736
60,Respiratory Issues,11,23.822222222222223
60,Respiratory Issues,12,22.193548387096776
60,Skin Problems,1,3.0229885057471266
60,Skin Problems,2,5.5476190476190474
60,Skin Problems,3,3.3777777777777778
60,Skin Problems,4,4.044943820224719
60,Skin Problems,5,4.288888888888889
60,Skin Problems,6,5.2272727272727275
60,Skin Problems,7,5.456521739130435
60,Skin Problems,8,5.473118279569892
60,Skin Problems,9,5.266666666666667
60,Skin Problems,10,5.225806451612903
60,Skin Problems,11,3.259259259259259
60,Skin Problems,12,2.954022988505747
60,Stomach Issues,1,3.235294117647059
60,Stomach Issues,2,5.447058823529412
60,Stomach Issues,3,18.0
60,Stomach Issues,4,17.044444444444444
60,Stomach Issues,5,17.698924731182796
60,Stomach Issues,6,12.555555555555555
60,Stomach Issues,7,12.5
60,Stomach Issues,8,12.956989247311828
60,Stomach Issues,9,12.733333333333333
60,Stomach Issues,10,5.304347826086956
60,Stomach Issues,11,3.0602409638554215
60,Stomach Issues,12,3.0833333333333335
61,Cold/Cough,1,8.150537634408602
61,Cold/Cough,2,2.420289855072464
61,Cold/Cough,3,1.7571428571428571
61,Cold/Cough,4,1.8461538461538463
61,Cold/Cough,5,1.90625
61,Cold/Cough,6,2.0441176470588234
61,Cold/Cough,7,2.1538461538461537
61,Cold/Cough,8,2.3866666666666667
61,Cold/Cough,9,2.1095890410958904
61,Cold/Cough,10,2.1666666666666665
61,Cold/Cough,11,7.711111111111111
61,Cold/Cough,12,7.870967741935484
61,Diabetes,1,1.4594594594594594
61,Diabetes,2,1.6206896551724137
61,Diabetes,3,1.4565217391304348
61,Diabetes,4,1.3125
61,Diabetes,5,1.4878048780487805
61,Diabetes,6,1.489795918367347
61,Diabetes,7,1.490566037735849
61,Diabetes,8,1.5892857142857142
61,Diabetes,9,1.509090909090909
61,Diabetes,10,1.4827586206896552
61,Diabetes,11,1.2592592592592593
61,Diabetes,12,1.1794871794871795
61,Eye Problems,1,1.4210526315789473
61,Eye Problems,2,2.4057971014492754
61,Eye Problems,3,1.8028169014084507
61,Eye Problems,4,1.890625
61,Eye Problems,5,1.7384615384615385
61,Eye Problems,6,2.0704225352112675
61,Eye Problems,7,2.2278481012658227
61,Eye Problems,8,2.295774647887324
61,Eye Problems,9,2.230769230769231
61,Eye Problems,10,2.269230769230769
61,Eye Problems,11,1.5
61,Eye Problems,12,1.75
61,Fever,1,1.6
61,Fever,2,2.283582089552239
61,Fever,3,1.8181818181818181
61,Fever,4,1.7638888888888888
61,Fever,5,1.8115942028985508
61,Fever,6,11.011111111111111
61,Fever,7,13.391304347826088
61,Fever,8,12.728260869565217
61,Fever,9,10.444444444444445
61,Fever,10,2.1066666666666665
61,Fever,11,1.5535714285714286
61,Fever,12,1.5
61,Hypertension,1,1.2857142857142858
61,Hypertension,2,1.603448275862069
61,Hypertension,3,1.4375
61,Hypertension,4,1.511111111111111
61,Hypertension,5,1.4339622641509433
61,Hypertension,6,1.6136363636363635
61,Hypertension,7,1.653061224489796
61,Hypertension,8,1.6170212765957446
61,Hypertension,9,1.5689655172413792
61,Hypertension,10,1.6481481481481481
61,Hypertension,11,1.1470588235294117
61,Hypertension,12,1.2682926829268293
61,Joint Pain,1,1.6349206349206349
61,Joint Pain,2,1.9705882352941178
61,Joint Pain,3,1.591549295774648
61,Joint Pain,4,2.014705882352941
61,Joint Pain,5,1.9193548387096775
61,Joint Pain,6,1.7647058823529411
61,Joint Pain,7,2.191780821917808
61,Joint Pain,8,2.2739726027397262
61,Joint Pain,9,2.2162162162162162
61,Joint Pain,10,2.4675324675324677
61,Joint Pain,11,1.5909090909090908
61,Joint Pain,12,1.5925925925925926
61,Other,1,1.6491228070175439
61,Other,2,2.2205882352941178
61,Other,3,1.643835616438356
61,Other,4,2.1076923076923078
61,Other,5,1.9054054054054055
61,Other,6,2.130434782608696
61,Other,7,2.2028985507246377
61,Other,8,2.141025641025641
61,Other,9,2.0579710144927534
61,Other,10,2.168831168831169
61,Other,11,1.4912280701754386
61,Other,12,1.4642857142857142
61,Respiratory Issues,1,7.576086956521739
61,Respiratory Issues,2,2.028169014084507
61,Respiratory Issues,3,1.921875
61,Respiratory Issues,4,1.828125
61,Respiratory Issues,5,1.7746478873239437
61,Respiratory Issues,6,2.26027397260274
61,Respiratory Issues,7,2.066666666666667
61,Respiratory Issues,8,2.1666666666666665
61,Respiratory Issues,9,1.894736842105263
61,Respiratory Issues,10,2.0921052631578947
61,Respiratory Issues,11,7.944444444444445
61,Respiratory Issues,12,7.795698924731183
61,Skin Problems,1,1.646153846153846
61,Skin Problems,2,2.253731343283582
61,Skin Problems,3,1.6619718309859155
61,Skin Problems,4,1.676923076923077
61,Skin Problems,5,1.8125
61,Skin Problems,6,2.130434782608696
61,Skin Problems,7,2.1733333333333333
61,Skin Problems,8,2.391304347826087
61,Skin Problems,9,1.9452054794520548
61,Skin Problems,10,2.1973684210526314
61,Skin Problems,11,1.4375
61,Skin Problems,12,1.7450980392156863
61,Stomach Issues,1,1.471698113207547
61,Stomach Issues,2,2.140845070422535
61,Stomach Issues,3,5.769230769230769
61,Stomach Issues,4,6.1477272727272725
61,Stomach Issues,5,5.956989247311828
61,Stomach Issues,6,4.0344827586206895
61,Stomach Issues,7,4.477777777777778
61,Stomach Issues,8,4.636363636363637
61,Stomach Issues,9,4.6
61,Stomach Issues,10,2.317073170731707
61,Stomach Issues,11,1.5964912280701755
61,Stomach Issues,12,1.4705882352941178
62,Cold/Cough,1,7.860215053763441
62,Cold/Cough,2,2.4705882352941178
62,Cold/Cough,3,2.03125
62,Cold/Cough,4,1.9545454545454546
62,Cold/Cough,5,1.7580645161290323
62,Cold/Cough,6,2.1527777777777777
62,Cold/Cough,7,2.257142857142857
62,Cold/Cough,8,2.2666666666666666
62,Cold/Cough,9,2.1857142857142855
62,Cold/Cough,10,2.3378378378378377
62,Cold/Cough,11,7.2555555555555555
62,Cold/Cough,12,7.89247311827957
62,Diabetes,1,1.3611111111111112
62,Diabetes,2,1.3958333333333333
62,Diabetes,3,1.2954545454545454
62,Diabetes,4,1.3076923076923077
62,Diabetes,5,1.4
62,Diabetes,6,1.4444444444444444
62,Diabetes,7,1.6326530612244898
62,Diabetes,8,1.5789473684210527
62,Diabetes,9,1.4509803921568627
62,Diabetes,10,1.38
62,Diabetes,11,1.4166666666666667
62,Diabetes,12,1.1111111111111112
62,Eye Problems,1,1.6379310344827587
62,Eye Problems,2,2.2542372881355934
62,Eye Problems,3,1.9705882352941178
62,Eye Problems,4,1.8461538461538463
62,Eye Problems,5,2.0
62,Eye Problems,6,2.4927536231884058
62,Eye Problems,7,2.064935064935065
62,Eye Problems,8,2.1052631578947367
62,Eye Problems,9,1.9850746268656716
62,Eye Problems,10,2.328767123287671
62,Eye Problems,11,1.4838709677419355
62,Eye Problems,12,1.52
62,Fever,1,1.5471698113207548
62,Fever,2,2.1216216216216215
62,Fever,3,1.9444444444444444
62,Fever,4,2.015873015873016
62,Fever,5,1.6388888888888888
62,Fever,6,11.155555555555555
62,Fever,7,14.521739130434783
62,Fever,8,12.96774193548387
62,Fever,9,11.255555555555556
62,Fever,10,2.25
62,Fever,11,1.6
62,Fever,12,1.5862068965517242
62,Hypertension,1,1.3888888888888888
62,Hypertension,2,1.5348837209302326
62,Hypertension,3,1.1944444444444444
62,Hypertension,4,1.3
62,Hypertension,5,1.5294117647058822
62,Hypertension,6,1.3833333333333333
62,Hypertension,7,1.4285714285714286
62,Hypertension,8,1.4918032786885247
62,Hypertension,9,1.6136363636363635
62,Hypertension,10,1.719298245614035
62,Hypertension,11,1.2727272727272727
62,Hypertension,12,1.3142857142857143
62,Joint Pain,1,1.528301886792453
62,Joint Pain,2,2.2096774193548385
62,Joint Pain,3,1.9166666666666667
62,Joint Pain,4,1.8852459016393444
62,Joint Pain,5,1.8055555555555556
62,Joint Pain,6,2.136986301369863
62,Joint Pain,7,2.3378378378378377
62,Joint Pain,8,2.3580246913580245
62,Joint Pain,9,1.9
62,Joint Pain,10,2.064935064935065
62,Joint Pain,11,1.6964285714285714
62,Joint Pain,12,1.6071428571428572
62,Other,1,1.510204081632653
62,Other,2,2.16
62,Other,3,1.7878787878787878
62,Other,4,1.9701492537313432
62,Other,5,1.6229508196721312
62,Other,6,2.0
62,Other,7,2.1486486486486487
62,Other,8,2.4
62,Other,9,1.9054054054054055
62,Other,10,2.04
62,Other,11,1.7592592592592593
62,Other,12,1.6666666666666667
62,Respiratory Issues,1,7.591397849462366
62,Respiratory Issues,2,2.095890410958904
62,Respiratory Issues,3,1.7384615384615385
62,Respiratory Issues,4,1.6
62,Respiratory Issues,5,2.0
62,Respiratory Issues,6,2.1527777777777777
62,Respiratory Issues,7,2.3472222222222223
62,Respiratory Issues,8,2.1973684210526314
62,Respiratory Issues,9,2.1690140845070425
62,Respiratory Issues,10,2.219178082191781
62,Respiratory Issues,11,7.411111111111111
62,Respiratory Issues,12,7.5978260869565215
62,Skin Problems,1,1.5
62,Skin Problems,2,2.0821917808219177
62,Skin Problems,3,1.9538461538461538
62,Skin Problems,4,2.0952380952380953
62,Skin Problems,5,1.6857142857142857
62,Skin Problems,6,2.0
62,Skin Problems,7,1.9753086419753085
62,Skin Problems,8,2.4025974025974026
62,Skin Problems,9,2.197530864197531
62,Skin Problems,10,2.216867469879518
62,Skin Problems,11,1.7209302325581395
62,Skin Problems,12,1.4210526315789473
62,Stomach Issues,1,1.5272727272727273
62,Stomach Issues,2,2.403225806451613
62,Stomach Issues,3,5.945054945054945
62,Stomach Issues,4,6.359550561797753
62,Stomach Issues,5,5.989247311827957
62,Stomach Issues,6,4.431818181818182
62,Stomach Issues,7,4.844444444444444
62,Stomach Issues,8,5.044444444444444
62,Stomach Issues,9,4.01123595505618
62,Stomach Issues,10,2.1625
62,Stomach Issues,11,1.4655172413793103
62,Stomach Issues,12,1.588235294117647
63,Cold/Cough,1,22.27956989247312
63,Cold/Cough,2,5.364705882352941
63,Cold/Cough,3,3.966292134831461
63,Cold/Cough,4,3.659090909090909
63,Cold/Cough,5,4.377777777777778
63,Cold/Cough,6,5.388888888888889
63,Cold/Cough,7,5.576086956521739
63,Cold/Cough,8,5.184782608695652
63,Cold/Cough,9,4.9222222222222225
63,Cold/Cough,10,5.010752688172043
63,Cold/Cough,11,22.044444444444444
63,Cold/Cough,12,21.0752688172043
63,Diabetes,1,1.9189189189189189
63,Diabetes,2,2.792207792207792
63,Diabetes,3,2.259259259259259
63,Diabetes,4,2.0136986301369864
63,Diabetes,5,2.0
63,Diabetes,6,2.8666666666666667
63,Diabetes,7,3.0
63,Diabetes,8,3.0238095238095237
63,Diabetes,9,2.6588235294117646
63,Diabetes,10,3.0
63,Diabetes,11,1.9857142857142858
63,Diabetes,12,1.9850746268656716
63,Eye Problems,1,3.425287356321839
63,Eye Problems,2,5.5058823529411764
63,Eye Problems,3,4.066666666666666
63,Eye Problems,4,3.6818181818181817
63,Eye Problems,5,4.0
63,Eye Problems,6,5.078651685393258
63,Eye Problems,7,5.4945054945054945
63,Eye Problems,8,5.32258064516129
63,Eye Problems,9,5.420454545454546
63,Eye Problems,10,5.419354838709677
63,Eye Problems,11,2.9647058823529413
63,Eye Problems,12,2.642857142857143
63,Fever,1,3.0
63,Fever,2,4.8352941176470585
63,Fever,3,3.7419354838709675
63,Fever,4,4.079545454545454
63,Fever,5,3.659090909090909
63,Fever,6,31.42222222222222
63,Fever,7,41.97826086956522
63,Fever,8,38.0
63,Fever,9,32.62222222222222
63,Fever,10,5.752688172043011
63,Fever,11,2.9523809523809526
63,Fever,12,3.0697674418604652
63,Hypertension,1,2.0714285714285716
63,Hypertension,2,3.28
63,Hypertension,3,2.3846153846153846
63,Hypertension,4,2.207317073170732
63,Hypertension,5,2.121212121212121
63,Hypertension,6,2.8875
63,Hypertension,7,2.9759036144578315
63,Hypertension,8,2.953488372093023
63,Hypertension,9,2.7160493827160495
63,Hypertension,10,2.8313253012048194
63,Hypertension,11,1.7971014492753623
63,Hypertension,12,1.7794117647058822
63,Joint Pain,1,3.0454545454545454
63,Joint Pain,2,5.380952380952381
63,Joint Pain,3,3.966666666666667
63,Joint Pain,4,4.149425287356322
63,Joint Pain,5,3.8777777777777778
63,Joint Pain,6,5.865168539325842
63,Joint Pain,7,5.6521739130434785
63,Joint Pain,8,5.43010752688172
63,Joint Pain,9,5.280898876404494
63,Joint Pain,10,5.462365591397849
63,Joint Pain,11,3.0113636363636362
63,Joint Pain,12,2.7111111111111112
63,Other,1,2.9655172413793105
63,Other,2,5.409638554216867
63,Other,3,3.6741573033707864
63,Other,4,4.1976744186046515
63,Other,5,3.659340659340659
63,Other,6,5.25
63,Other,7,5.833333333333333
63,Other,8,4.826086956521739
63,Other,9,5.181818181818182
63,Other,10,5.197802197802198
63,Other,11,3.1265822784810124
63,Other,12,2.951219512195122
63,Respiratory Issues,1,21.870967741935484
63,Respiratory Issues,2,5.235294117647059
63,Respiratory Issues,3,3.9213483146067416
63,Respiratory Issues,4,4.0
63,Respiratory Issues,5,4.125
63,Respiratory Issues,6,5.533333333333333
63,Respiratory Issues,7,6.021739130434782
63,Respiratory Issues,8,5.538461538461538
63,Respiratory Issues,9,5.977528089887641
63,Respiratory Issues,10,5.0
63,Respiratory Issues,11,22.666666666666668
63,Respiratory Issues,12,22.688172043010752
63,Skin Problems,1,3.134831460674157
63,Skin Problems,2,5.211764705882353
63,Skin Problems,3,4.125
63,Skin Problems,4,3.9213483146067416
63,Skin Problems,5,4.25
63,Skin Problems,6,5.662921348314606
63,Skin Problems,7,6.087912087912088
63,Skin Problems,8,5.451612903225806
63,Skin Problems,9,5.088888888888889
63,Skin Problems,10,5.543478260869565
63,Skin Problems,11,3.0813953488372094
63,Skin Problems,12,2.7790697674418605
63,Stomach Issues,1,3.0714285714285716
63,Stomach Issues,2,5.352941176470588
63,Stomach Issues,3,17.451612903225808
63,Stomach Issues,4,16.72222222222222
63,Stomach Issues,5,17.0
63,Stomach Issues,6,12.988888888888889
63,Stomach Issues,7,14.369565217391305
63,Stomach Issues,8,13.46236559139785
63,Stomach Issues,9,12.877777777777778
63,Stomach Issues,10,5.478260869565218
63,Stomach Issues,11,2.9195402298850577
63,Stomach Issues,12,2.590909090909091
64,Cold/Cough,1,7.838709677419355
64,Cold/Cough,2,2.2222222222222223
64,Cold/Cough,3,1.8181818181818181
64,Cold/Cough,4,2.1016949152542375
64,Cold/Cough,5,2.0
64,Cold/Cough,6,1.894736842105263
64,Cold/Cough,7,2.4054054054054053
64,Cold/Cough,8,2.1447368421052633
64,Cold/Cough,9,2.2253521126760565
64,Cold/Cough,10,2.310810810810811
64,Cold/Cough,11,7.677777777777778
64,Cold/Cough,12,7.967741935483871
64,Diabetes,1,1.3225806451612903
64,Diabetes,2,1.5
64,Diabetes,3,1.3243243243243243
64,Diabetes,4,1.3170731707317074
64,Diabetes,5,1.3513513513513513
64,Diabetes,6,1.46
64,Diabetes,7,1.625
64,Diabetes,8,1.6140350877192982
64,Diabetes,9,1.5849056603773586
64,Diabetes,10,1.368421052631579
64,Diabetes,11,1.2
64,Diabetes,12,1.263157894736842
64,Eye Problems,1,1.5849056603773586
64,Eye Problems,2,2.5522388059701493
64,Eye Problems,3,1.696969696969697
64,Eye Problems,4,1.6712328767123288
64,Eye Problems,5,2.014925373134328
64,Eye Problems,6,2.123456790123457
64,Eye Problems,7,2.25974025974026
64,Eye Problems,8,2.2467532467532467
64,Eye Problems,9,2.3066666666666666
64,Eye Problems,10,2.2133333333333334
64,Eye Problems,11,1.4313725490196079
64,Eye Problems,12,1.3793103448275863
64,Fever,1,1.4761904761904763
64,Fever,2,2.25
64,Fever,3,1.828125
64,Fever,4,1.8852459016393444
64,Fever,5,2.0923076923076924
64,Fever,6,10.833333333333334
64,Fever,7,14.01086956521739
64,Fever,8,11.903225806451612
64,Fever,9,11.633333333333333
64,Fever,10,2.0547945205479454
64,Fever,11,1.6181818181818182
64,Fever,12,1.5660377358490567
64,Hypertension,1,1.3076923076923077
64,Hypertension,2,1.58
64,Hypertension,3,1.3636363636363635
64,Hypertension,4,1.5208333333333333
64,Hypertension,5,1.4883720930232558
64,Hypertension,6,1.4915254237288136
64,Hypertension,7,1.6
64,Hypertension,8,1.7254901960784315
64,Hypertension,9,1.7254901960784315
64,Hypertension,10,1.510204081632653
64,Hypertension,11,1.225
64,Hypertension,12,1.3111111111111111
64,Joint Pain,1,1.528301886792453
64,Joint Pain,2,2.175675675675676
64,Joint Pain,3,1.75
64,Joint Pain,4,2.0
64,Joint Pain,5,1.8888888888888888
64,Joint Pain,6,2.028169014084507
64,Joint Pain,7,2.4125
64,Joint Pain,8,2.025
64,Joint Pain,9,2.2777777777777777
64,Joint Pain,10,2.263888888888889
64,Joint Pain,11,1.396551724137931
64,Joint Pain,12,1.507936507936508
64,Other,1,1.5185185185185186
64,Other,2,2.0606060606060606
64,Other,3,1.7272727272727273
64,Other,4,1.7384615384615385
64,Other,5,1.8
64,Other,6,2.1323529411764706
64,Other,7,2.25
64,Other,8,2.3376623376623376
64,Other,9,2.28
64,Other,10,2.267605633802817
64,Other,11,1.6923076923076923
64,Other,12,1.5740740740740742
64,Respiratory Issues,1,7.89247311827957
64,Respiratory Issues,2,2.2133333333333334
64,Respiratory Issues,3,1.9152542372881356
64,Respiratory Issues,4,1.5972222222222223
64,Respiratory Issues,5,1.7741935483870968
64,Respiratory Issues,6,2.0
64,Respiratory Issues,7,2.2142857142857144
64,Respiratory Issues,8,2.0128205128205128
64,Respiratory Issues,9,2.5569620253164556
64,Respiratory Issues,10,2.026666666666667
64,Respiratory Issues,11,7.522222222222222
64,Respiratory Issues,12,7.89247311827957
64,Skin Problems,1,1.5423728813559323
64,Skin Problems,2,2.263888888888889
64,Skin Problems,3,1.893939393939394
64,Skin Problems,4,1.8064516129032258
64,Skin Problems,5,1.8253968253968254
64,Skin Problems,6,2.0142857142857142
64,Skin Problems,7,2.4342105263157894
64,Skin Problems,8,2.1333333333333333
64,Skin Problems,9,2.591549295774648
64,Skin Problems,10,2.116883116883117
64,Skin Problems,11,1.5208333333333333
64,Skin Problems,12,1.6785714285714286
64,Stomach Issues,1,1.7454545454545454
64,Stomach Issues,2,2.380281690140845
64,Stomach Issues,3,6.1521739130434785
64,Stomach Issues,4,5.730337078651686
64,Stomach Issues,5,5.838709677419355
64,Stomach Issues,6,4.670588235294118
64,Stomach Issues,7,4.648351648351649
64,Stomach Issues,8,4.688172043010753
64,Stomach Issues,9,4.67816091954023
64,Stomach Issues,10,2.259259259259259
64,Stomach Issues,11,1.8571428571428572
64,Stomach Issues,12,1.6206896551724137
65,Cold/Cough,1,7.279569892473118
65,Cold/Cough,2,2.1515151515151514
65,Cold/Cough,3,1.6521739130434783
65,Cold/Cough,4,1.6764705882352942
65,Cold/Cough,5,1.847457627118644
65,Cold/Cough,6,2.2027027027027026
65,Cold/Cough,7,2.1153846153846154
65,Cold/Cough,8,2.2987012987012987
65,Cold/Cough,9,2.25
65,Cold/Cough,10,2.2432432432432434
65,Cold/Cough,11,8.044444444444444
65,Cold/Cough,12,7.978494623655914
65,Diabetes,1,1.2941176470588236
65,Diabetes,2,1.5272727272727273
65,Diabetes,3,1.7272727272727273
65,Diabetes,4,1.3636363636363635
65,Diabetes,5,1.1951219512195121
65,Diabetes,6,1.4444444444444444
65,Diabetes,7,1.6111111111111112
65,Diabetes,8,1.543859649122807
65,Diabetes,9,1.6326530612244898
65,Diabetes,10,1.396551724137931
65,Diabetes,11,1.1875
65,Diabetes,12,1.358974358974359
65,Eye Problems,1,1.5510204081632653
65,Eye Problems,2,2.171875
65,Eye Problems,3,1.6935483870967742
65,Eye Problems,4,1.826086956521739
65,Eye Problems,5,1.8656716417910448
65,Eye Problems,6,2.155844155844156
65,Eye Problems,7,2.3947368421052633
65,Eye Problems,8,1.9861111111111112
65,Eye Problems,9,2.164383561643836
65,Eye Problems,10,2.2987012987012987
65,Eye Problems,11,1.3888888888888888
65,Eye Problems,12,1.5185185185185186
65,Fever,1,1.7017543859649122
65,Fever,2,2.2714285714285714
65,Fever,3,1.8529411764705883
65,Fever,4,1.6388888888888888
65,Fever,5,1.9275362318840579
65,Fever,6,9.955555555555556
